fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
10.3,0.32,0.3,1.6,0.075,2.0,8.0,0.998,3.34,0.51,9.9
8.2,0.89,0.01,2.4,0.079,21.0,42.0,0.998,3.51,0.64,9.8
7.7,0.58,0.22,1.6,0.12,12.0,26.0,0.998,3.22,0.65,8.9
7.2,0.41,0.43,2.0,0.077,6.0,23.0,0.996,3.32,0.63,9.8
9.9,0.59,0.36,6.4,0.063,22.0,58.0,0.998,3.21,0.44,9.8
6.7,0.67,0.08,1.7,0.073,19.0,77.0,0.994,3.24,0.57,10.6
11.0,0.67,0.25,2.5,0.091,3.0,14.0,0.998,3.14,0.59,10.7
6.8,0.39,0.11,3.1,0.08,11.0,15.0,0.997,3.57,0.75,11.1
8.1,0.57,0.01,3.1,0.07,9.0,26.0,0.997,3.43,0.51,9.8
8.0,0.5,0.49,2.7,0.076,25.0,71.0,0.996,3.32,0.54,11.7
12.8,0.53,0.6,2.4,0.07,14.0,109.0,0.997,3.07,0.68,12.0
8.5,0.57,0.49,1.8,0.102,7.0,29.0,0.996,3.3,0.72,10.4
11.9,0.45,0.43,2.6,0.077,6.0,15.0,0.998,3.17,0.81,10.4
8.5,0.34,0.29,2.0,0.057,39.0,89.0,0.997,3.09,0.63,9.4
8.2,0.51,0.48,1.9,0.126,10.0,31.0,0.996,3.13,0.69,10.1
9.2,0.62,0.14,2.2,0.075,31.0,41.0,1.0,3.22,0.57,9.0
7.2,0.38,0.16,2.2,0.071,16.0,25.0,0.994,3.28,0.59,11.1
9.0,0.68,0.34,2.7,0.075,11.0,64.0,0.999,3.42,0.5,9.8
7.2,0.32,0.21,2.4,0.046,6.0,32.0,0.996,3.38,0.58,12.5
6.7,0.34,0.01,3.1,0.042,14.0,45.0,0.995,3.38,0.75,10.9
6.1,0.89,0.0,2.7,0.072,7.0,39.0,0.996,3.61,0.55,9.5
7.1,0.2,0.56,2.3,0.051,12.0,26.0,0.994,3.27,0.7,12.3
7.5,0.34,0.49,1.6,0.053,39.0,63.0,0.996,3.33,0.55,10.0
8.6,0.23,0.5,2.4,0.062,12.0,49.0,0.997,3.36,0.79,10.5
6.1,0.75,0.01,1.9,0.074,14.0,16.0,0.996,3.73,0.59,10.0
7.0,0.58,0.01,6.0,0.071,26.0,85.0,0.996,3.31,0.55,9.6
6.1,0.67,0.07,1.7,0.105,33.0,68.0,0.995,3.35,0.75,9.6
7.3,0.51,0.07,2.1,0.072,9.0,50.0,0.996,3.27,0.53,9.6
8.9,0.64,0.49,1.5,0.067,12.0,73.0,0.997,3.41,1.31,9.5
7.4,0.3,0.32,1.8,0.082,10.0,21.0,0.994,3.31,0.85,11.7
11.5,0.39,0.49,1.5,0.07,6.0,15.0,0.997,2.94,0.81,9.7
8.8,0.41,0.49,2.5,0.083,10.0,27.0,0.999,3.31,0.67,9.5
8.0,0.57,0.15,2.7,0.072,23.0,30.0,0.997,3.34,0.44,9.6
8.4,0.52,0.16,2.6,0.097,7.0,20.0,1.00138,3.23,1.33,9.0
13.3,0.39,0.69,2.2,0.062,13.0,69.0,1.0,3.18,0.57,9.8
8.6,0.4,0.36,1.8,0.089,10.0,36.0,0.996,3.27,0.91,10.7
5.0,0.83,0.01,1.8,0.078,35.0,276.0,0.994,3.49,0.58,10.0
8.2,0.66,0.06,2.2,0.094,7.0,12.0,0.996,3.54,0.66,10.5
9.5,0.43,0.11,2.0,0.069,8.0,23.0,0.997,3.19,0.62,9.6
12.1,0.62,0.51,6.4,0.09,18.0,31.0,0.998,3.01,0.55,11.0
7.3,0.37,0.06,2.4,0.068,6.0,11.0,0.995,3.32,0.61,9.7
7.6,0.62,0.31,1.5,0.077,9.0,12.0,0.994,3.34,0.81,12.7
12.0,0.45,0.32,1.9,0.078,10.0,15.0,1.0,3.14,0.55,9.5
10.9,0.55,0.36,2.7,0.061,12.0,45.0,0.997,3.22,0.49,11.2
7.8,0.51,0.07,1.8,0.07,16.0,18.0,0.995,3.29,0.49,11.4
6.2,1.07,0.0,1.8,0.082,9.0,46.0,0.995,3.38,0.59,9.7
9.9,0.58,0.3,2.8,0.086,18.0,111.0,0.999,3.18,0.61,9.2
9.1,0.64,0.23,2.0,0.072,5.0,16.0,0.994,3.12,0.83,12.8
6.1,0.67,0.03,1.8,0.095,8.0,53.0,0.995,3.31,0.77,10.6
8.1,0.56,0.31,1.5,0.052,11.0,88.0,0.996,3.16,0.67,9.5
9.1,0.5,0.48,1.6,0.087,3.0,25.0,0.996,2.93,0.56,8.9
11.6,0.42,0.54,2.5,0.077,5.0,54.0,1.0,3.05,1.02,9.4
7.8,0.7,0.28,2.5,0.133,4.0,51.0,0.998,3.1,0.78,9.1
8.5,0.48,0.25,2.2,0.069,11.0,17.0,0.997,3.38,0.6,10.6
7.0,0.5,0.26,2.3,0.043,9.0,32.0,0.995,3.37,0.55,11.4
7.5,0.58,0.17,8.3,0.115,23.0,46.0,1.0,3.18,0.71,9.1
5.9,0.79,0.01,1.4,0.062,7.0,16.0,0.994,3.61,0.44,9.8
9.1,0.65,0.48,2.6,0.078,12.0,29.0,0.998,3.3,0.72,11.3
5.4,0.66,0.0,2.0,0.075,6.0,30.0,0.995,3.42,0.8,9.5
10.1,0.52,0.04,2.3,0.069,2.0,17.0,1.0,3.16,0.56,9.9
8.4,0.74,0.12,2.5,0.072,6.0,47.0,0.998,3.39,0.63,9.8
6.2,0.51,0.12,1.8,0.064,13.0,26.0,0.996,3.53,0.72,10.6
5.5,0.67,0.02,2.2,0.082,24.0,53.0,0.995,3.39,0.56,9.9
6.9,0.46,0.24,1.7,0.09,25.0,42.0,0.995,3.46,0.59,10.8
7.9,0.37,0.07,2.3,0.074,14.0,34.0,0.996,3.41,0.7,11.0
8.7,0.2,0.49,2.1,0.061,9.0,20.0,0.996,3.19,0.48,10.1
5.9,0.51,0.06,1.6,0.078,11.0,38.0,0.995,3.68,0.76,11.3
9.7,0.41,0.47,13.7,0.091,16.0,32.0,0.996,2.96,1.21,11.0
9.9,0.5,0.31,1.9,0.077,4.0,28.0,0.996,3.2,0.61,11.5
7.7,0.61,0.11,2.0,0.084,11.0,31.0,0.998,3.35,0.58,9.3
7.6,0.33,0.31,1.5,0.366,7.0,15.0,0.996,3.3,0.94,9.4
8.1,0.35,0.31,1.9,0.077,27.0,30.0,0.997,3.25,0.74,9.6
7.7,0.65,0.02,2.5,0.033,7.0,71.0,0.997,3.41,0.55,9.9
7.1,0.51,0.24,5.3,0.415,23.0,94.0,0.996,3.37,1.01,11.0
9.6,0.37,0.45,1.5,0.075,5.0,12.0,0.996,3.48,0.68,12.3
6.9,0.44,0.32,1.9,0.117,15.0,21.0,0.996,3.45,1.01,10.2
5.8,0.59,0.07,1.7,0.109,12.0,35.0,0.996,3.44,0.61,9.5
7.1,0.32,0.26,1.6,0.096,38.0,112.0,0.994,3.12,0.75,9.7
6.7,0.91,0.0,3.5,0.078,28.0,48.0,0.997,3.56,0.55,9.6
6.5,0.95,0.02,2.2,0.094,6.0,29.0,0.998,3.65,0.84,9.6
13.0,0.73,0.44,2.2,0.073,4.0,14.0,0.999,3.33,0.67,12.1
12.7,0.54,0.17,2.2,0.082,32.0,46.0,1.0,3.13,0.62,9.7
5.5,0.44,0.02,2.4,0.069,9.0,12.0,0.99056,3.68,0.56,13.7
7.7,0.51,0.06,1.7,0.054,5.0,11.0,0.996,3.41,0.7,10.1
8.0,0.38,0.26,2.1,0.067,6.0,14.0,0.997,3.32,0.67,11.1
10.6,0.5,0.51,2.9,0.081,42.0,79.0,0.998,3.39,0.72,10.9
8.4,0.41,0.22,1.5,0.084,9.0,15.0,0.996,3.36,0.81,12.0
10.5,0.39,0.53,1.8,0.059,5.0,22.0,0.995,3.16,0.59,12.7
10.8,0.52,0.46,2.5,0.073,41.0,91.0,0.998,3.21,0.64,10.4
7.9,0.44,0.33,1.8,0.073,14.0,53.0,0.994,3.31,0.57,11.3
9.8,0.56,0.34,2.1,0.194,14.0,95.0,0.999,3.33,0.93,9.6
7.0,0.65,0.05,4.2,0.096,26.0,39.0,0.998,3.42,0.79,9.3
6.6,0.42,0.23,2.3,0.081,4.0,10.0,0.995,3.38,0.61,11.3
8.3,0.26,0.33,1.6,0.059,11.0,11.0,0.995,3.25,0.46,13.0
9.2,0.19,0.44,2.7,0.071,13.0,29.0,0.997,3.19,0.59,10.9
7.8,0.27,0.51,1.4,0.07,20.0,19.0,0.995,3.46,1.05,11.4
7.2,0.32,0.25,4.5,0.088,19.0,33.0,0.996,3.23,0.54,9.5
7.1,0.34,0.3,2.6,0.075,7.0,22.0,0.995,3.35,0.61,12.8
7.2,0.52,0.1,2.5,0.058,18.0,29.0,0.996,3.41,0.47,10.8
6.4,0.76,0.01,2.5,0.066,28.0,71.0,0.994,3.47,0.52,11.4
7.2,0.88,0.12,2.0,0.072,8.0,43.0,0.996,3.25,0.58,9.5
9.0,0.64,0.11,3.0,0.087,7.0,37.0,0.997,3.18,0.84,10.5
6.3,0.93,0.0,6.2,0.071,16.0,90.0,0.997,3.47,0.45,9.6
6.2,0.36,0.05,1.9,0.065,14.0,34.0,0.996,3.56,0.53,10.2
6.5,0.48,0.23,2.3,0.077,14.0,48.0,0.995,3.42,0.67,11.8
9.3,0.58,0.3,6.4,0.093,53.0,108.0,0.999,3.25,0.7,9.3
4.6,0.56,0.01,2.1,0.158,9.0,54.0,0.9911,3.33,0.46,9.1
6.7,0.39,0.08,2.0,0.089,13.0,18.0,0.994,3.48,0.78,12.6
10.2,0.27,0.49,3.7,0.069,16.0,26.0,0.998,3.15,0.99,10.6
6.9,0.64,0.02,2.1,0.063,12.0,82.0,0.996,3.4,0.68,10.9
7.7,0.21,0.45,2.0,0.072,10.0,40.0,0.995,3.35,1.01,11.0
8.5,0.41,0.02,2.1,0.036,13.0,43.0,0.998,3.55,0.57,9.5
8.5,0.37,0.38,1.7,0.078,5.0,16.0,0.996,3.29,0.67,9.9
11.4,0.29,0.6,2.1,0.052,9.0,48.0,0.997,3.2,0.54,10.4
6.9,0.91,0.05,2.2,0.087,17.0,88.0,0.997,3.44,0.53,9.2
7.6,0.21,0.71,2.5,0.094,17.0,91.0,0.996,3.12,0.78,10.3
6.3,0.54,0.08,1.9,0.06,9.0,51.0,0.994,3.57,0.53,12.5
7.0,0.41,0.49,1.8,0.08,5.0,29.0,0.996,3.55,0.7,12.5
9.9,0.61,0.19,1.7,0.122,5.0,10.0,0.998,3.36,0.82,9.3
8.2,0.4,0.64,2.4,0.05,23.0,62.0,0.996,3.3,0.62,10.9
7.5,0.69,0.03,3.8,0.075,28.0,98.0,0.997,3.58,0.43,10.1
7.7,0.32,0.25,2.1,0.076,6.0,22.0,0.996,3.4,0.61,10.7
6.8,0.61,0.05,1.7,0.071,29.0,108.0,0.996,3.49,0.7,10.2
7.0,0.4,0.39,2.1,0.082,32.0,71.0,0.997,3.32,0.71,9.4
10.1,0.28,0.41,3.1,0.103,15.0,35.0,0.99918,3.21,0.81,9.1
9.0,0.35,0.34,3.9,0.073,13.0,41.0,0.996,3.32,0.71,12.5
7.6,0.46,0.23,2.0,0.069,16.0,51.0,0.996,2.97,0.62,9.6
8.8,0.42,0.37,2.1,0.053,33.0,38.0,0.996,3.27,0.54,10.9
11.1,0.65,0.37,3.7,0.079,29.0,93.0,0.999,3.15,0.87,10.7
10.7,0.39,0.55,2.8,0.085,15.0,94.0,0.996,3.01,0.96,11.0
10.6,0.3,0.65,2.5,0.072,25.0,52.0,0.998,3.22,0.63,9.7
7.2,0.38,0.44,2.7,0.078,20.0,93.0,0.995,3.32,0.59,11.9
8.8,0.43,0.37,10.9,0.088,25.0,30.0,0.997,3.36,0.47,11.5
10.1,0.63,0.5,3.2,0.064,4.0,10.0,0.997,3.31,0.45,11.5
7.9,0.64,0.15,2.2,0.091,17.0,35.0,0.998,3.19,0.71,9.1
6.3,0.57,0.0,1.9,0.052,29.0,28.0,0.995,3.72,0.54,10.0
8.2,0.44,0.26,2.2,0.084,18.0,30.0,0.997,3.3,0.7,9.6
7.6,0.52,0.15,2.6,0.094,46.0,119.0,0.998,3.37,0.61,9.1
11.0,0.49,0.47,6.6,0.092,5.0,18.0,0.998,2.98,0.74,10.0
6.5,0.5,0.03,1.9,0.067,15.0,69.0,0.994,3.44,0.5,11.1
7.9,0.79,0.32,2.1,0.105,51.0,150.0,0.998,3.16,0.58,9.2
8.7,0.64,0.33,2.5,0.084,14.0,33.0,0.996,3.32,0.56,10.5
11.7,0.56,0.26,2.3,0.177,12.0,32.0,1.00194,3.1,0.82,9.1
9.2,0.44,0.11,1.8,0.081,6.0,15.0,0.996,3.19,0.63,10.4
7.3,0.21,0.5,1.9,0.07,10.0,33.0,0.996,3.43,0.65,11.0
8.3,0.2,0.52,1.8,0.071,5.0,10.0,0.996,3.49,0.81,12.8
6.2,0.81,0.01,5.8,0.078,7.0,25.0,0.997,3.57,0.77,10.2
13.0,0.4,0.61,2.3,0.072,32.0,138.0,0.999,2.94,0.62,9.2
8.0,0.36,0.04,2.7,0.057,4.0,58.0,0.997,3.27,0.65,9.7
6.5,0.4,0.13,2.4,0.078,17.0,20.0,0.995,3.53,0.62,10.1
8.2,0.58,0.45,1.5,0.077,3.0,28.0,0.997,3.16,0.6,8.9
9.0,0.48,0.38,2.3,0.09,29.0,116.0,0.998,3.32,0.84,9.4
10.1,0.36,0.64,2.3,0.121,14.0,40.0,0.997,3.14,0.64,9.5
7.4,0.58,0.52,2.2,0.07,18.0,64.0,0.996,3.3,0.74,11.7
9.5,0.32,0.49,2.2,0.071,19.0,60.0,0.998,3.22,0.81,9.5
7.1,0.61,0.11,4.4,0.084,16.0,41.0,0.996,3.4,0.64,11.0
9.5,0.51,0.29,2.3,0.072,14.0,50.0,0.997,3.27,0.88,11.9
10.1,0.53,0.42,2.1,0.389,22.0,68.0,0.998,3.24,1.1,9.5
6.4,0.42,0.02,2.0,0.085,16.0,30.0,0.996,3.59,0.74,11.1
7.7,0.38,0.27,2.6,0.081,28.0,30.0,0.997,3.51,0.75,10.5
9.1,0.64,0.31,1.8,0.121,14.0,93.0,0.997,2.98,0.86,8.9
7.4,0.42,0.24,1.9,0.08,3.0,15.0,0.996,3.29,0.43,9.7
12.2,0.24,0.54,2.2,0.07,14.0,53.0,0.998,3.11,0.51,9.5
12.5,0.23,0.58,2.0,0.08,15.0,42.0,0.998,3.12,0.81,10.8
7.0,0.47,0.1,1.4,0.071,30.0,54.0,0.995,3.4,0.55,10.4
6.5,0.54,0.14,2.2,0.076,11.0,15.0,0.994,3.41,0.67,11.6
9.7,0.62,0.27,2.5,0.085,8.0,14.0,0.999,3.22,0.8,9.6
9.1,0.38,0.45,6.6,0.087,11.0,31.0,0.997,3.32,0.74,10.9
7.4,0.33,0.45,2.4,0.076,11.0,56.0,0.996,3.51,0.51,11.3
11.3,0.48,0.21,2.6,0.056,8.0,10.0,0.997,3.09,0.53,9.8
13.4,0.57,0.47,2.6,0.231,6.0,12.0,1.00187,2.92,0.7,9.6
9.1,0.57,0.15,3.2,0.054,20.0,43.0,0.996,3.11,0.46,10.3
7.9,0.52,0.11,2.3,0.067,25.0,83.0,0.998,3.34,0.54,9.5
7.3,0.53,0.24,6.1,0.072,22.0,71.0,0.998,3.23,0.68,9.4
8.5,0.58,0.25,1.8,0.069,10.0,69.0,0.996,3.33,0.52,9.6
8.2,0.33,0.32,2.0,0.065,22.0,23.0,0.994,3.49,0.57,13.6
8.1,0.52,0.08,2.2,0.079,7.0,38.0,0.996,3.32,0.59,11.4
8.4,0.55,0.33,1.7,0.078,30.0,109.0,0.996,3.33,0.67,11.1
7.3,0.71,0.01,2.2,0.066,21.0,50.0,0.997,3.39,0.54,9.7
7.9,0.82,0.0,1.4,0.082,16.0,29.0,0.996,3.32,0.51,9.4
8.6,0.33,0.35,3.0,0.067,10.0,23.0,0.998,3.37,0.61,10.0
10.3,0.66,0.49,1.5,0.09,12.0,23.0,0.998,3.28,0.64,9.5
8.4,0.42,0.49,1.6,0.073,5.0,11.0,0.996,3.35,0.56,11.1
9.1,0.54,0.44,2.2,0.114,10.0,15.0,0.998,3.3,0.8,9.5
7.1,0.61,0.01,1.8,0.095,32.0,74.0,0.997,3.33,0.64,9.0
7.6,0.54,0.25,2.0,0.109,52.0,141.0,0.996,3.26,0.64,9.6
4.7,0.71,0.01,1.5,0.075,16.0,85.0,0.99197,3.56,0.47,10.1
7.2,0.41,0.4,2.5,0.083,14.0,42.0,0.996,3.51,0.66,11.1
7.7,0.61,0.29,2.2,0.102,29.0,111.0,0.995,3.14,0.75,11.3
7.7,0.28,0.42,3.5,0.085,16.0,44.0,0.996,3.28,0.74,11.8
12.5,0.43,0.54,2.8,0.061,9.0,39.0,1.00057,3.24,0.68,10.7
8.6,0.39,0.45,2.4,0.061,38.0,104.0,0.996,3.22,0.55,11.0
7.0,0.76,0.1,3.0,0.068,27.0,85.0,0.996,3.4,0.43,9.9
6.9,0.73,0.06,2.1,0.42,18.0,43.0,0.996,3.52,1.07,10.4
9.7,0.67,0.13,3.9,0.081,7.0,20.0,1.00104,3.23,0.56,9.4
6.5,0.42,0.23,1.6,0.072,26.0,66.0,0.994,3.4,0.58,10.6
10.0,0.41,0.65,2.7,0.072,8.0,36.0,0.998,3.14,0.53,9.8
7.5,0.73,0.11,8.4,0.063,31.0,152.0,0.997,3.3,0.5,10.5
12.1,0.58,0.64,8.4,0.113,9.0,45.0,0.998,3.07,1.09,12.9
7.5,0.36,0.4,1.9,0.064,8.0,28.0,0.996,3.4,0.74,12.3
9.9,0.64,0.39,2.2,0.069,17.0,68.0,0.996,2.96,0.66,10.9
9.1,0.61,0.14,2.1,0.062,10.0,24.0,0.995,3.28,0.38,11.0
9.0,0.32,0.39,2.3,0.067,16.0,50.0,0.997,3.29,0.68,11.0
8.1,0.34,0.37,2.3,0.078,10.0,14.0,0.997,3.36,0.57,11.8
7.7,0.76,0.05,2.7,0.087,5.0,14.0,0.999,3.41,0.68,10.8
7.1,0.57,0.23,2.4,0.077,13.0,61.0,0.997,3.54,0.9,10.5
8.5,0.52,0.25,2.7,0.074,40.0,134.0,0.996,3.29,0.62,11.2
8.2,0.29,0.43,1.8,0.079,21.0,60.0,0.996,3.16,0.65,9.5
6.7,0.73,0.03,2.7,0.036,26.0,150.0,0.997,3.61,0.44,9.5
7.4,0.4,0.43,1.9,0.086,18.0,48.0,0.998,3.13,0.6,8.6
8.4,0.44,0.25,1.6,0.059,32.0,30.0,0.996,3.28,0.89,9.6
6.4,0.46,0.1,2.8,0.052,24.0,32.0,0.995,3.71,0.57,12.9
11.9,0.37,0.49,2.2,0.079,9.0,16.0,0.999,3.05,0.9,9.5
7.3,0.35,0.09,2.1,0.072,6.0,40.0,0.996,3.17,0.64,10.8
7.2,0.84,0.15,3.1,0.092,14.0,83.0,0.999,3.31,0.67,9.0
4.9,0.55,0.0,2.1,0.086,20.0,32.0,0.99131,3.7,0.69,13.0
6.6,0.26,0.24,2.1,0.082,8.0,62.0,0.996,3.27,0.58,8.9
10.1,0.3,0.48,2.9,0.06,9.0,15.0,0.997,3.26,0.7,11.7
7.0,0.35,0.1,1.8,0.072,30.0,37.0,0.996,3.34,0.75,9.6
15.2,0.52,0.48,1.8,0.077,8.0,27.0,0.999,2.91,0.59,9.3
7.8,0.61,0.22,2.0,0.082,10.0,27.0,0.996,3.26,0.94,11.3
7.3,0.57,0.14,3.7,0.07,18.0,97.0,0.996,3.28,0.56,9.8
7.7,0.49,0.28,1.5,0.093,10.0,54.0,0.99131,3.06,0.9,10.9
7.8,0.77,0.09,2.1,0.069,13.0,108.0,0.999,3.28,0.61,8.9
6.5,0.56,0.07,1.7,0.045,5.0,36.0,0.994,3.45,0.59,10.6
8.6,0.39,0.38,2.4,0.083,16.0,40.0,0.997,3.29,0.73,10.8
11.9,0.57,0.53,4.3,0.087,31.0,72.0,1.00216,3.24,0.74,9.5
9.3,0.37,0.49,1.6,0.059,10.0,9.0,0.996,3.58,0.54,12.8
10.5,0.17,0.39,2.2,0.056,9.0,13.0,0.996,3.36,0.75,13.5
7.1,0.61,0.0,1.8,0.116,11.0,44.0,0.997,3.37,0.65,9.7
7.7,0.4,0.29,1.7,0.079,8.0,10.0,0.996,3.4,0.6,10.2
7.1,0.41,0.41,2.3,0.084,21.0,63.0,0.997,3.46,0.77,9.7
10.5,0.15,0.55,1.8,0.078,23.0,66.0,0.997,3.14,0.75,9.4
8.1,0.59,0.06,2.0,0.076,6.0,16.0,0.998,3.38,0.63,9.5
6.4,0.8,0.02,2.5,0.067,9.0,24.0,0.996,3.57,0.54,10.0
7.5,0.61,0.18,2.5,0.073,6.0,18.0,0.996,3.5,0.47,10.5
7.3,0.38,0.31,1.6,0.074,7.0,28.0,0.996,3.36,0.57,11.8
7.8,0.26,0.52,2.2,0.058,10.0,25.0,0.996,3.4,0.59,10.9
5.6,0.57,0.01,2.6,0.087,6.0,11.0,0.99042,3.59,0.51,14.0
7.2,0.59,0.02,1.5,0.051,19.0,43.0,0.995,3.42,0.52,10.9
7.5,0.66,0.31,2.1,0.088,12.0,18.0,0.996,3.41,0.71,10.2
10.0,0.51,0.34,2.5,0.081,30.0,83.0,0.997,2.95,0.67,10.1
7.6,0.72,0.07,5.7,0.08,31.0,130.0,1.0,3.57,0.78,10.1
7.5,0.99,0.03,4.0,0.091,29.0,64.0,0.998,3.43,0.54,9.6
13.1,0.46,0.7,3.7,0.097,9.0,37.0,1.00211,3.22,0.74,11.5
7.7,0.55,0.12,2.1,0.047,5.0,11.0,0.996,3.87,0.57,11.3
7.8,0.51,0.33,2.3,0.075,17.0,59.0,0.998,3.33,0.65,9.4
7.0,0.53,0.09,2.3,0.052,14.0,62.0,0.994,3.36,0.7,12.3
6.4,0.71,0.06,2.3,0.096,2.0,8.0,0.996,3.52,0.53,9.8
7.5,0.56,0.08,2.0,0.055,10.0,36.0,0.995,3.37,0.49,11.0
8.5,0.65,0.02,2.5,0.057,8.0,16.0,0.998,3.24,0.6,9.5
8.6,0.41,0.5,1.8,0.086,11.0,31.0,0.995,3.2,0.64,11.5
8.3,0.67,0.12,1.6,0.072,7.0,10.0,0.996,3.55,0.57,10.8
10.2,0.27,0.42,2.6,0.094,10.0,20.0,0.996,2.91,0.72,10.5
9.6,0.62,0.24,5.5,0.076,17.0,62.0,0.998,3.22,0.54,11.0
7.7,0.79,0.1,1.3,0.075,9.0,31.0,0.996,3.25,0.56,9.7
8.4,0.62,0.11,1.7,0.073,36.0,84.0,0.995,3.23,0.56,11.3
8.2,0.6,0.38,2.4,0.124,28.0,57.0,0.997,3.21,0.56,9.6
10.5,0.36,0.49,4.0,0.071,27.0,78.0,0.999,3.35,0.68,10.3
9.4,0.4,0.39,3.8,0.078,8.0,63.0,0.998,3.09,0.84,9.4
12.6,0.33,0.7,2.1,0.106,14.0,83.0,1.00275,2.96,0.81,8.9
6.4,0.3,0.21,2.2,0.131,35.0,107.0,0.994,3.28,0.62,11.2
7.8,0.53,0.29,14.1,0.064,60.0,142.0,1.0,3.3,0.58,9.4
7.0,0.32,0.11,2.2,0.073,29.0,32.0,0.996,3.51,0.73,10.7
6.5,0.8,0.0,1.4,0.069,18.0,32.0,0.995,3.4,0.46,9.7
6.3,0.68,0.0,1.5,0.112,19.0,46.0,0.997,3.5,0.63,8.7
15.3,0.35,0.43,2.2,0.056,7.0,20.0,0.998,3.15,0.81,11.1
9.4,0.25,0.68,2.2,0.239,7.0,19.0,0.997,3.27,0.68,10.0
7.7,0.35,0.32,2.1,0.054,20.0,73.0,0.996,3.27,0.5,9.0
7.1,0.4,0.26,4.1,0.04,27.0,90.0,0.997,3.61,0.51,9.8
6.4,0.56,0.0,2.3,0.077,31.0,70.0,0.996,3.53,0.61,11.1
11.1,0.24,0.74,2.1,0.165,18.0,27.0,0.997,3.19,1.23,11.9
6.5,0.74,0.25,1.6,0.094,32.0,56.0,0.996,3.44,0.75,9.6
9.9,0.71,0.41,2.4,0.073,2.0,17.0,0.996,3.31,0.54,11.0
7.5,0.58,0.29,1.6,0.064,7.0,26.0,0.996,3.25,0.52,9.5
7.9,0.85,0.15,2.7,0.078,5.0,70.0,1.0,3.29,0.47,9.2
7.7,0.54,0.42,2.1,0.072,5.0,17.0,0.996,3.24,0.89,11.4
7.3,0.39,0.3,2.2,0.075,28.0,52.0,0.997,3.4,0.67,9.7
8.2,0.32,0.49,2.0,0.09,21.0,26.0,0.996,3.16,0.78,10.0
9.1,0.47,0.22,2.8,0.1,17.0,82.0,0.999,3.19,0.64,9.5
7.9,0.64,0.3,2.9,0.096,9.0,72.0,0.998,3.32,0.66,9.8
11.3,0.45,0.49,1.9,0.101,25.0,105.0,0.999,3.28,0.72,10.8
6.9,1.13,0.01,2.2,0.065,5.0,26.0,0.996,3.6,0.66,10.9
8.2,0.57,0.32,3.1,0.056,31.0,64.0,0.996,3.3,0.4,10.1
8.1,0.52,0.25,1.7,0.073,5.0,12.0,0.996,3.32,0.56,11.8
8.2,1.05,0.02,1.6,0.076,5.0,11.0,0.996,3.35,0.57,10.6
8.4,0.4,0.09,2.5,0.09,6.0,26.0,0.997,3.28,0.51,9.5
8.9,0.3,0.27,2.4,0.072,18.0,31.0,0.996,3.22,0.69,9.6
10.6,0.49,0.59,1.7,0.098,4.0,37.0,0.998,3.16,0.68,9.5
9.3,0.6,0.24,2.6,0.069,10.0,43.0,0.998,3.1,0.45,9.5
7.1,0.54,0.04,1.5,0.071,30.0,133.0,0.997,3.52,0.56,9.2
8.4,0.44,0.26,3.5,0.091,36.0,61.0,0.997,3.19,0.57,10.1
7.3,0.37,0.17,1.9,0.078,4.0,26.0,0.996,3.3,0.53,9.4
8.3,0.39,0.26,2.2,0.08,23.0,29.0,0.997,3.17,0.81,9.6
9.1,0.63,0.13,1.7,0.081,11.0,14.0,0.998,3.32,0.84,10.1
5.8,0.55,0.04,2.0,0.068,7.0,30.0,0.996,3.73,0.47,9.3
7.2,0.81,0.01,2.2,0.087,15.0,115.0,0.998,3.24,0.58,9.0
8.6,0.48,0.23,2.9,0.072,18.0,19.0,0.998,3.35,0.57,10.7
11.7,0.33,0.43,2.0,0.069,17.0,37.0,1.0,3.07,0.91,9.6
9.8,0.4,0.19,2.2,0.064,11.0,36.0,0.998,3.1,0.57,9.2
6.9,0.66,0.24,2.3,0.085,34.0,45.0,0.995,3.3,0.63,10.9
6.7,0.58,0.01,1.3,0.09,20.0,43.0,0.994,3.22,0.57,10.0
6.4,0.81,0.01,1.9,0.067,6.0,27.0,0.994,3.31,0.51,11.4
7.4,0.42,0.1,3.1,0.054,7.0,13.0,1.0,3.59,0.63,9.3
7.1,0.66,0.08,2.7,0.073,6.0,15.0,0.996,3.3,0.49,9.6
6.7,0.61,0.0,2.0,0.03,31.0,132.0,0.994,3.33,0.43,10.1
9.4,0.56,0.51,2.0,0.095,14.0,34.0,0.997,3.31,0.75,11.2
8.2,0.96,0.02,14.9,0.046,16.0,48.0,1.00238,3.59,0.59,10.5
8.2,0.42,0.39,2.6,0.077,11.0,21.0,0.996,3.32,0.81,10.9
10.4,0.69,0.26,3.9,0.12,18.0,19.0,0.997,2.97,0.81,10.4
6.9,0.65,0.09,2.0,0.077,9.0,19.0,0.99124,3.19,0.64,10.9
9.9,0.52,0.23,1.5,0.06,5.0,30.0,0.998,3.23,0.63,9.2
7.4,0.53,0.11,1.9,0.07,9.0,12.0,0.996,3.29,0.55,10.9
7.6,0.42,0.27,2.5,0.075,19.0,52.0,0.997,3.54,0.54,9.8
7.5,0.63,0.41,2.0,0.075,6.0,31.0,0.996,3.19,0.56,10.2
7.9,0.22,0.36,2.5,0.05,6.0,10.0,0.998,3.43,0.71,9.6
