age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,age_group,education,workclass,native-country,race
36,393629,13,0,0,50,Divorced,Not-in-family,Male,Adm-clerical,35-44,Bachelors,State-gov,United-States,White
36,248705,10,3,1861,50,Never-married,Own-child,Female,Other-service,35-44,Assoc-acdm,Private,United-States,White
43,195884,4,0,0,40,Divorced,Not-in-family,Female,Prof-specialty,35-44,HS-grad,Private,United-States,White
55,229325,13,1,0,86,Divorced,Unmarried,Female,Other-service,55-64,Bachelors,Private,United-States,White
21,166115,9,0,0,2,Never-married,Other-relative,Male,Sales,17-24,Some-college,Private,United-States,White
25,245489,10,0,0,60,Married-civ-spouse,Husband,Male,Sales,25-34,12th,Private,United-States,White
60,231691,9,7,0,40,Married-civ-spouse,Wife,Female,Handlers-cleaners,55-64,Bachelors,Self-emp-inc,United-States,White
53,105232,13,2,0,50,Married-civ-spouse,Wife,Female,Other-service,45-54,Assoc-voc,Private,United-States,White
37,330312,15,12,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,35-44,HS-grad,Private,United-States,White
18,247611,10,3489,0,36,Married-civ-spouse,Husband,Male,Adm-clerical,17-24,HS-grad,Private,Mexico,White
26,367690,10,0,0,37,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,Assoc-voc,Self-emp-not-inc,United-States,White
63,249523,10,5,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,55-64,HS-grad,Private,United-States,White
35,391070,9,1,0,20,Never-married,Own-child,Male,Craft-repair,35-44,Masters,Private,United-States,White
26,168708,9,7,0,40,Married-civ-spouse,Husband,Male,Craft-repair,25-34,HS-grad,Self-emp-not-inc,United-States,White
40,203350,9,16,0,45,Divorced,Not-in-family,Male,Protective-serv,35-44,11th,Self-emp-not-inc,United-States,White
74,93677,9,0,0,49,Married-civ-spouse,Husband,Male,Sales,65-90,Prof-school,Self-emp-not-inc,United-States,White
23,207745,13,11,1747,26,Never-married,Own-child,Female,Transport-moving,17-24,HS-grad,Private,United-States,White
48,145944,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,45-54,Some-college,State-gov,United-States,White
35,50916,13,3,0,40,Married-civ-spouse,Own-child,Female,Other-service,35-44,HS-grad,Private,United-States,White
30,96953,13,0,0,40,Never-married,Own-child,Male,Prof-specialty,25-34,Assoc-voc,Private,United-States,White
33,178192,9,1,0,45,Never-married,Own-child,Female,Sales,25-34,Bachelors,Private,United-States,White
66,135616,9,1,0,40,Widowed,Other-relative,Female,Adm-clerical,65-90,Some-college,Private,United-States,White
30,242849,10,2,0,49,Never-married,Not-in-family,Female,Other-service,25-34,Some-college,Private,England,Black
25,182986,14,1,0,96,Never-married,Own-child,Female,Tech-support,25-34,12th,Private,United-States,White
32,141894,13,0,0,69,Divorced,Unmarried,Female,Exec-managerial,25-34,Some-college,Local-gov,United-States,White
60,161670,13,11,0,40,Widowed,Own-child,Male,Exec-managerial,55-64,HS-grad,Private,United-States,White
62,124038,9,2109,0,51,Married-civ-spouse,Husband,Male,Handlers-cleaners,55-64,HS-grad,Private,United-States,White
49,281353,12,5,1586,40,Widowed,Unmarried,Female,Tech-support,45-54,Bachelors,Self-emp-not-inc,United-States,White
42,169169,10,6,0,40,Married-civ-spouse,Husband,Male,Other-service,35-44,Some-college,Private,United-States,White
66,317828,9,7,0,52,Widowed,Unmarried,Female,Exec-managerial,65-90,Some-college,Self-emp-inc,United-States,White
43,168734,9,7,0,40,Married-civ-spouse,Husband,Male,Other-service,35-44,Prof-school,State-gov,United-States,White
34,199913,13,9,0,40,Married-civ-spouse,Husband,Male,Sales,25-34,Bachelors,Private,United-States,White
62,137405,7,0,0,34,Never-married,Not-in-family,Female,Craft-repair,55-64,Assoc-voc,Private,United-States,White
26,119929,4,5,1720,12,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,Bachelors,Private,United-States,White
40,162360,13,9,0,30,Separated,Not-in-family,Female,Exec-managerial,35-44,HS-grad,Private,United-States,White
38,119959,9,1,0,51,Divorced,Not-in-family,Female,Craft-repair,35-44,Some-college,Private,United-States,White
30,109120,9,5,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
38,112517,9,0,0,40,Widowed,Unmarried,Female,Farming-fishing,35-44,12th,Private,United-States,White
24,125536,13,3,0,40,Never-married,Own-child,Male,Adm-clerical,17-24,Bachelors,Private,United-States,White
20,185153,9,0,0,46,Never-married,Own-child,Male,Tech-support,17-24,Some-college,Private,United-States,White
36,271522,13,0,0,40,Divorced,Not-in-family,Male,Exec-managerial,35-44,Bachelors,Self-emp-inc,United-States,White
32,169444,13,7,0,40,Married-civ-spouse,Husband,Male,Craft-repair,25-34,Bachelors,Private,United-States,White
25,103613,9,0,0,44,Married-civ-spouse,Husband,Male,Adm-clerical,25-34,Some-college,Private,United-States,White
41,160520,10,2,0,48,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Bachelors,Private,United-States,White
51,170945,9,0,0,11,Married-civ-spouse,Husband,Male,Adm-clerical,45-54,Bachelors,Private,United-States,White
18,107878,9,0,0,12,Never-married,Not-in-family,Female,Tech-support,17-24,HS-grad,Local-gov,United-States,White
33,191845,10,0,0,44,Never-married,Not-in-family,Male,Exec-managerial,25-34,Assoc-acdm,Private,United-States,White
44,163393,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Masters,Self-emp-not-inc,United-States,White
20,385953,10,6,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,17-24,Some-college,Private,United-States,White
40,422324,9,0,0,25,Divorced,Unmarried,Female,Transport-moving,35-44,Bachelors,Private,United-States,White
47,41322,6,4,0,40,Never-married,Own-child,Female,Sales,45-54,Doctorate,Private,United-States,White
29,98847,9,2,0,20,Divorced,Not-in-family,Female,Sales,25-34,Some-college,Private,United-States,White
54,99001,11,0,0,20,Married-civ-spouse,Husband,Male,Other-service,45-54,HS-grad,Private,United-States,White
42,118218,10,9,0,51,Married-civ-spouse,Husband,Male,Transport-moving,35-44,Bachelors,Private,United-States,White
42,227279,8,4,0,40,Separated,Unmarried,Male,Other-service,35-44,Assoc-voc,Private,United-States,White
49,231734,9,0,1703,36,Married-civ-spouse,Husband,Male,Sales,45-54,Masters,Private,United-States,White
36,171211,10,2718,0,60,Divorced,Not-in-family,Male,Sales,35-44,Bachelors,Private,United-States,White
44,182190,9,7,0,29,Never-married,Not-in-family,Female,Tech-support,35-44,Bachelors,Private,United-States,White
23,350254,14,0,0,50,Never-married,Not-in-family,Male,Transport-moving,17-24,Bachelors,Private,United-States,White
22,207302,11,4,0,40,Never-married,Own-child,Male,Handlers-cleaners,17-24,Bachelors,Private,United-States,White
31,321474,10,0,0,40,Never-married,Other-relative,Female,Adm-clerical,25-34,HS-grad,Private,United-States,White
37,158777,10,2,0,27,Married-civ-spouse,Husband,Male,Other-service,35-44,Bachelors,Private,United-States,White
40,184784,13,7,0,49,Married-civ-spouse,Husband,Male,Tech-support,35-44,HS-grad,Private,United-States,White
32,166752,11,4906,0,44,Never-married,Not-in-family,Female,Other-service,25-34,Some-college,Local-gov,United-States,White
57,200202,3,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,Bachelors,Private,United-States,White
55,438298,10,4,0,40,Widowed,Not-in-family,Female,Adm-clerical,55-64,11th,Private,United-States,White
58,105700,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,55-64,HS-grad,Private,United-States,White
23,51780,9,8,0,40,Never-married,Not-in-family,Male,Craft-repair,17-24,10th,Federal-gov,United-States,White
20,176729,13,0,0,44,Never-married,Own-child,Female,Machine-op-inspct,17-24,HS-grad,Private,United-States,White
58,255149,13,0,0,21,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,HS-grad,Private,United-States,White
33,449714,10,0,1994,40,Married-civ-spouse,Husband,Male,Other-service,25-34,HS-grad,Private,United-States,White
55,147520,7,0,0,10,Married-civ-spouse,Husband,Male,Other-service,55-64,1st-4th,Private,United-States,White
17,388305,14,0,0,31,Never-married,Other-relative,Female,Handlers-cleaners,17-24,Some-college,Private,United-States,White
43,305983,13,9,0,40,Married-civ-spouse,Husband,Male,Other-service,35-44,Bachelors,Private,United-States,White
26,119653,13,2,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Private,Vietnam,White
29,187952,9,0,0,40,Married-spouse-absent,Unmarried,Male,Sales,25-34,Bachelors,Private,United-States,White
50,235309,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,Some-college,Private,United-States,White
43,237395,9,5,0,40,Never-married,Not-in-family,Male,Other-service,35-44,Bachelors,Local-gov,United-States,White
47,307078,13,0,0,82,Married-civ-spouse,Husband,Male,Tech-support,45-54,1st-4th,Private,United-States,White
38,260933,9,3,0,40,Married-spouse-absent,Own-child,Male,Other-service,35-44,HS-grad,Private,United-States,White
21,75503,5,0,0,20,Never-married,Own-child,Female,Prof-specialty,17-24,Bachelors,Private,United-States,White
39,202172,9,0,0,40,Never-married,Not-in-family,Female,Prof-specialty,35-44,HS-grad,Private,United-States,White
43,236292,10,0,0,24,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Some-college,Private,United-States,White
65,178162,9,2,0,43,Married-civ-spouse,Husband,Male,Craft-repair,65-90,9th,State-gov,United-States,White
40,434565,9,0,0,90,Divorced,Not-in-family,Male,Protective-serv,35-44,Assoc-acdm,Self-emp-inc,United-States,White
39,174015,13,8,0,51,Married-civ-spouse,Wife,Female,Sales,35-44,Doctorate,Private,United-States,White
29,52465,9,0,0,31,Never-married,Own-child,Female,Handlers-cleaners,25-34,Bachelors,Private,United-States,White
31,184135,9,0,0,9,Never-married,Not-in-family,Female,Prof-specialty,25-34,Assoc-voc,Private,United-States,White
28,107279,9,0,0,40,Divorced,Own-child,Male,Prof-specialty,25-34,HS-grad,Self-emp-not-inc,United-States,White
38,199145,10,10,0,36,Divorced,Not-in-family,Female,Machine-op-inspct,35-44,Some-college,Private,United-States,White
46,227452,14,0,0,40,Married-civ-spouse,Husband,Male,Protective-serv,45-54,HS-grad,Self-emp-inc,United-States,White
17,117795,10,0,0,50,Never-married,Unmarried,Female,Adm-clerical,17-24,Assoc-voc,Federal-gov,United-States,White
29,87319,9,0,1975,52,Never-married,Unmarried,Female,Adm-clerical,25-34,Some-college,Private,United-States,White
21,212758,10,0,0,36,Never-married,Own-child,Male,Handlers-cleaners,17-24,Some-college,Private,United-States,White
30,191588,13,0,0,50,Married-civ-spouse,Wife,Female,Handlers-cleaners,25-34,Assoc-acdm,Private,United-States,White
50,341766,8,0,0,51,Married-civ-spouse,Husband,Male,Sales,45-54,Some-college,Private,United-States,White
36,237232,10,3815,0,40,Divorced,Not-in-family,Female,Adm-clerical,35-44,Some-college,Federal-gov,United-States,White
37,138667,14,2,0,60,Married-civ-spouse,Husband,Male,Sales,35-44,Bachelors,Private,United-States,White
25,176447,9,0,0,40,Never-married,Other-relative,Male,Machine-op-inspct,25-34,HS-grad,Private,United-States,White
28,157820,9,2084,0,40,Divorced,Own-child,Male,Prof-specialty,25-34,Some-college,Private,United-States,White
35,311637,10,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Some-college,Private,United-States,White
63,153949,9,3,0,29,Married-civ-spouse,Husband,Male,Craft-repair,55-64,Some-college,Local-gov,United-States,White
36,222569,10,0,0,35,Married-civ-spouse,Husband,Male,Other-service,35-44,HS-grad,State-gov,United-States,White
57,100292,10,7501,0,79,Married-civ-spouse,Husband,Male,Exec-managerial,55-64,HS-grad,Private,United-States,White
28,35016,14,1,0,40,Married-civ-spouse,Wife,Female,Adm-clerical,25-34,HS-grad,Private,United-States,White
51,190033,9,5,0,20,Married-civ-spouse,Husband,Male,Machine-op-inspct,45-54,HS-grad,State-gov,United-States,White
41,110483,10,0,0,37,Married-civ-spouse,Husband,Male,Machine-op-inspct,35-44,HS-grad,Private,United-States,White
37,228370,10,0,0,50,Never-married,Unmarried,Female,Other-service,35-44,Assoc-acdm,Private,United-States,White
67,92764,9,4,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,65-90,HS-grad,Private,United-States,White
70,139709,11,1840,0,36,Widowed,Unmarried,Female,Prof-specialty,65-90,Assoc-voc,Private,United-States,White
65,201672,13,4,2006,36,Divorced,Not-in-family,Male,Sales,65-90,10th,Private,United-States,White
28,233815,7,0,0,26,Married-civ-spouse,Husband,Male,Transport-moving,25-34,HS-grad,Private,United-States,White
33,48369,10,4,0,50,Never-married,Not-in-family,Male,Prof-specialty,25-34,Some-college,Private,United-States,White
56,74366,13,8,1477,40,Married-civ-spouse,Husband,Male,Prof-specialty,55-64,Doctorate,Self-emp-not-inc,United-States,White
42,181909,10,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,35-44,5th-6th,Private,United-States,White
57,142725,11,7,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,55-64,12th,Private,United-States,White
24,702751,9,3,0,55,Never-married,Own-child,Female,Exec-managerial,17-24,HS-grad,Private,United-States,White
29,158303,12,2,0,40,Never-married,Unmarried,Female,Prof-specialty,25-34,HS-grad,Private,United-States,White
53,218579,10,0,1555,49,Married-civ-spouse,Husband,Male,Machine-op-inspct,45-54,Bachelors,Private,United-States,White
34,350970,3,0,0,9,Married-civ-spouse,Husband,Male,Handlers-cleaners,25-34,Assoc-acdm,Private,United-States,White
41,563758,10,13,0,35,Married-civ-spouse,Husband,Male,Sales,35-44,Doctorate,Private,United-States,White
51,160441,9,2,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,45-54,Some-college,Federal-gov,Vietnam,White
55,262241,13,3,0,74,Divorced,Own-child,Male,Machine-op-inspct,55-64,HS-grad,Local-gov,United-States,White
51,362865,9,9,0,10,Married-civ-spouse,Husband,Male,Sales,45-54,Masters,Federal-gov,United-States,White
54,146893,14,8,0,40,Married-civ-spouse,Wife,Female,Machine-op-inspct,45-54,Assoc-acdm,Private,United-States,White
21,329649,10,4,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,17-24,HS-grad,Self-emp-inc,United-States,White
27,186007,9,0,0,36,Never-married,Not-in-family,Male,Prof-specialty,25-34,HS-grad,Private,United-States,White
56,84774,14,0,0,15,Divorced,Not-in-family,Male,Sales,55-64,HS-grad,Private,United-States,White
62,18389,9,0,0,40,Never-married,Not-in-family,Female,Sales,55-64,Bachelors,Private,United-States,White
53,234691,13,0,0,51,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Private,United-States,White
29,107569,10,1,0,15,Never-married,Other-relative,Female,Sales,25-34,HS-grad,Private,United-States,White
46,159478,9,0,0,40,Never-married,Own-child,Male,Adm-clerical,45-54,Some-college,Private,United-States,White
23,151713,10,0,0,40,Never-married,Not-in-family,Male,Craft-repair,17-24,Some-college,Private,United-States,White
56,133474,13,0,0,40,Married-civ-spouse,Other-relative,Male,Other-service,55-64,10th,Private,United-States,White
69,157082,9,0,0,34,Married-civ-spouse,Husband,Male,Craft-repair,65-90,7th-8th,Private,United-States,White
39,253175,9,0,0,26,Divorced,Unmarried,Female,Exec-managerial,35-44,Some-college,Self-emp-not-inc,Puerto-Rico,White
18,332838,12,13,0,40,Never-married,Own-child,Female,Machine-op-inspct,17-24,12th,Private,United-States,White
41,185847,1,0,0,15,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,Bachelors,Private,United-States,White
20,211912,10,2,0,54,Never-married,Not-in-family,Male,Adm-clerical,17-24,HS-grad,Private,United-States,White
26,160353,12,6872,0,40,Never-married,Own-child,Male,Sales,25-34,Bachelors,Federal-gov,United-States,White
37,239354,9,1971,0,40,Never-married,Own-child,Female,Adm-clerical,35-44,Masters,Self-emp-inc,United-States,White
44,333773,13,1,0,40,Married-civ-spouse,Husband,Male,Transport-moving,35-44,HS-grad,Private,United-States,White
58,22062,4,10,0,20,Married-civ-spouse,Husband,Male,Other-service,55-64,HS-grad,Local-gov,Mexico,White
44,184021,9,0,0,55,Divorced,Not-in-family,Male,Machine-op-inspct,35-44,Bachelors,Private,United-States,White
33,117367,13,0,0,40,Never-married,Other-relative,Female,Exec-managerial,25-34,5th-6th,Private,United-States,White
57,368827,12,7781,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,55-64,Bachelors,Self-emp-not-inc,United-States,White
38,81120,9,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,35-44,5th-6th,Private,United-States,White
25,150013,10,0,0,43,Married-civ-spouse,Husband,Male,Machine-op-inspct,25-34,Bachelors,Federal-gov,United-States,White
30,124347,10,3,0,52,Divorced,Unmarried,Male,Adm-clerical,25-34,Some-college,Self-emp-not-inc,United-States,White
17,408571,13,0,0,20,Never-married,Own-child,Male,Tech-support,17-24,HS-grad,Private,United-States,White
34,209503,10,8,0,40,Never-married,Not-in-family,Male,Craft-repair,25-34,Bachelors,Private,United-States,White
39,468134,10,0,0,50,Divorced,Not-in-family,Female,Sales,35-44,Assoc-voc,Local-gov,United-States,White
49,125659,12,1,0,40,Married-civ-spouse,Husband,Male,Craft-repair,45-54,HS-grad,Self-emp-not-inc,United-States,White
60,76164,9,0,0,54,Married-civ-spouse,Husband,Male,Sales,55-64,Assoc-acdm,Self-emp-not-inc,United-States,White
24,228426,10,0,0,26,Separated,Unmarried,Female,Exec-managerial,17-24,Some-college,Private,United-States,White
18,225165,10,1827,0,31,Never-married,Not-in-family,Male,Farming-fishing,17-24,HS-grad,Private,United-States,White
44,189737,11,0,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,35-44,9th,Private,United-States,White
39,257513,10,4,0,40,Widowed,Unmarried,Female,Exec-managerial,35-44,Some-college,Private,United-States,White
34,124291,13,9,0,57,Married-civ-spouse,Wife,Female,Machine-op-inspct,25-34,HS-grad,Private,United-States,White
47,164066,10,0,0,46,Never-married,Own-child,Female,Other-service,45-54,HS-grad,Private,United-States,White
55,130621,10,4,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,55-64,HS-grad,Private,United-States,White
34,386317,10,3246,0,40,Divorced,Not-in-family,Male,Machine-op-inspct,25-34,HS-grad,Self-emp-not-inc,United-States,White
57,268676,10,5,0,51,Married-civ-spouse,Husband,Male,Transport-moving,55-64,1st-4th,Private,United-States,White
51,86007,10,0,0,72,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,HS-grad,Local-gov,United-States,White
29,399673,13,11,0,40,Never-married,Own-child,Male,Machine-op-inspct,25-34,Bachelors,Private,United-States,White
47,182228,9,0,0,20,Married-civ-spouse,Husband,Male,Exec-managerial,45-54,10th,Private,United-States,White
40,184534,10,0,0,37,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,HS-grad,Private,United-States,White
33,296701,8,1,0,49,Never-married,Not-in-family,Female,Farming-fishing,25-34,Bachelors,Self-emp-not-inc,Vietnam,White
49,294062,10,0,0,40,Married-civ-spouse,Husband,Male,Sales,45-54,Some-college,State-gov,United-States,White
22,355820,9,5,0,40,Never-married,Not-in-family,Male,Other-service,17-24,HS-grad,Private,United-States,White
41,234310,10,6,0,40,Never-married,Other-relative,Female,Adm-clerical,35-44,HS-grad,Private,United-States,White
69,197370,10,5,0,20,Married-civ-spouse,Husband,Male,Adm-clerical,65-90,Bachelors,State-gov,United-States,White
63,179186,4,0,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,55-64,Masters,Private,United-States,White
36,243801,10,4,0,40,Never-married,Not-in-family,Male,Prof-specialty,35-44,Some-college,Private,United-States,White
56,169290,6,2,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,55-64,Masters,Private,United-States,White
22,288980,11,7000,0,40,Never-married,Not-in-family,Female,Craft-repair,17-24,Some-college,Private,United-States,White
27,232355,10,3,0,23,Never-married,Not-in-family,Male,Handlers-cleaners,25-34,Some-college,Private,United-States,White
40,54729,10,4,0,51,Married-civ-spouse,Husband,Male,Farming-fishing,35-44,Some-college,Private,United-States,White
32,187214,15,3,0,30,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,HS-grad,Private,United-States,White
25,200342,4,0,0,40,Never-married,Own-child,Male,Other-service,25-34,Prof-school,Private,United-States,White
33,260535,9,8,2509,40,Divorced,Not-in-family,Male,Machine-op-inspct,25-34,HS-grad,Local-gov,United-States,White
30,197870,10,0,0,52,Married-civ-spouse,Husband,Male,Exec-managerial,25-34,Some-college,State-gov,United-States,White
34,396100,14,1,0,49,Never-married,Not-in-family,Female,Machine-op-inspct,25-34,Prof-school,Private,United-States,White
35,314622,10,1,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Some-college,State-gov,United-States,White
34,168813,9,0,0,40,Divorced,Not-in-family,Male,Prof-specialty,25-34,Bachelors,Private,United-States,White
59,88645,3,0,0,40,Never-married,Not-in-family,Male,Craft-repair,55-64,Prof-school,Private,Canada,White
26,173320,13,5,0,5,Married-civ-spouse,Husband,Male,Sales,25-34,Prof-school,Private,United-States,White
30,411170,10,0,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,25-34,Some-college,Private,United-States,White
29,317123,9,0,0,46,Divorced,Not-in-family,Male,Craft-repair,25-34,HS-grad,Private,United-States,White
53,191237,9,8,1587,40,Married-civ-spouse,Husband,Male,Other-service,45-54,HS-grad,Private,United-States,White
32,175841,9,0,0,40,Never-married,Other-relative,Male,Craft-repair,25-34,HS-grad,Private,United-States,White
27,119246,10,8,0,36,Divorced,Not-in-family,Female,Craft-repair,25-34,Prof-school,Private,United-States,White
58,122432,14,20,0,40,Divorced,Unmarried,Male,Other-service,55-64,Doctorate,Private,United-States,White
26,102008,14,1,0,25,Married-spouse-absent,Unmarried,Female,Priv-house-serv,25-34,Some-college,Private,United-States,White
39,132699,13,0,0,40,Never-married,Not-in-family,Male,Adm-clerical,35-44,HS-grad,Private,United-States,White
47,192876,13,7226,0,40,Divorced,Unmarried,Female,Sales,45-54,Prof-school,Self-emp-not-inc,United-States,White
43,282489,13,1764,0,40,Never-married,Own-child,Female,Craft-repair,35-44,Some-college,Federal-gov,Mexico,White
17,193819,13,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,17-24,Assoc-voc,Private,United-States,White
44,180048,10,0,0,45,Divorced,Not-in-family,Female,Exec-managerial,35-44,Some-college,Private,United-States,White
35,53233,11,8021,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Masters,Private,United-States,White
48,99573,10,0,0,40,Never-married,Other-relative,Male,Adm-clerical,45-54,HS-grad,Self-emp-inc,United-States,White
39,217405,10,8,0,56,Divorced,Not-in-family,Male,Exec-managerial,35-44,7th-8th,Private,United-States,White
35,72674,9,0,0,49,Married-civ-spouse,Husband,Male,Exec-managerial,35-44,Bachelors,State-gov,United-States,White
42,93064,15,468,0,45,Never-married,Own-child,Female,Craft-repair,35-44,Some-college,Private,United-States,White
36,196938,9,0,0,23,Never-married,Own-child,Male,Machine-op-inspct,35-44,HS-grad,Private,United-States,White
40,225450,7,2,0,50,Divorced,Unmarried,Male,Adm-clerical,35-44,Some-college,Local-gov,United-States,White
69,87903,9,0,0,44,Married-civ-spouse,Husband,Male,Adm-clerical,65-90,Doctorate,State-gov,United-States,White
18,277756,10,6,0,20,Never-married,Not-in-family,Female,Machine-op-inspct,17-24,Some-college,Private,Greece,White
40,38253,14,11,0,40,Divorced,Not-in-family,Male,Prof-specialty,35-44,Some-college,Self-emp-inc,United-States,White
29,305757,9,0,0,40,Married-civ-spouse,Wife,Female,Machine-op-inspct,25-34,Bachelors,Private,United-States,White
24,129717,14,0,0,51,Never-married,Not-in-family,Male,Sales,17-24,HS-grad,Private,United-States,White
26,220019,9,6,0,40,Never-married,Unmarried,Female,Craft-repair,25-34,Bachelors,Local-gov,United-States,White
21,273569,9,99999,0,40,Never-married,Not-in-family,Male,Prof-specialty,17-24,HS-grad,Private,United-States,White
43,161068,7,0,0,40,Divorced,Not-in-family,Female,Other-service,35-44,HS-grad,Local-gov,United-States,White
62,93617,14,3,0,46,Widowed,Not-in-family,Female,Prof-specialty,55-64,Prof-school,Local-gov,United-States,White
44,279511,14,3,0,46,Divorced,Unmarried,Female,Adm-clerical,35-44,HS-grad,Private,United-States,White
18,202039,14,5,0,49,Never-married,Own-child,Female,Sales,17-24,HS-grad,Private,United-States,White
73,91873,10,0,0,36,Married-civ-spouse,Husband,Male,Prof-specialty,65-90,10th,Private,United-States,White
45,326498,9,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,45-54,Some-college,Private,United-States,White
56,251418,13,5,0,40,Married-civ-spouse,Husband,Male,Craft-repair,55-64,Some-college,Private,El-Salvador,White
48,358858,4,0,0,20,Never-married,Not-in-family,Female,Adm-clerical,45-54,Masters,Private,United-States,White
33,100407,9,4770,0,9,Married-civ-spouse,Husband,Male,Transport-moving,25-34,Assoc-acdm,Private,United-States,White
65,193248,11,7174,0,40,Married-civ-spouse,Husband,Male,Sales,65-90,HS-grad,Private,United-States,White
63,189576,14,0,0,35,Married-civ-spouse,Husband,Male,Prof-specialty,55-64,Bachelors,Private,United-States,White
33,90176,9,0,0,37,Separated,Not-in-family,Male,Craft-repair,25-34,Bachelors,Private,United-States,White
45,201453,9,0,0,50,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,HS-grad,Private,United-States,White
56,146532,9,19,0,26,Divorced,Not-in-family,Female,Prof-specialty,55-64,HS-grad,Local-gov,United-States,White
45,182394,9,3,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,45-54,HS-grad,Private,United-States,White
17,136768,15,4,0,40,Never-married,Own-child,Male,Exec-managerial,17-24,HS-grad,Private,United-States,White
56,229751,11,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,55-64,12th,Local-gov,United-States,White
48,319468,13,0,0,51,Divorced,Not-in-family,Female,Prof-specialty,45-54,HS-grad,Private,United-States,White
35,288550,9,2389,0,44,Married-spouse-absent,Not-in-family,Female,Exec-managerial,35-44,Bachelors,Private,United-States,White
55,148951,9,6,0,20,Married-civ-spouse,Husband,Male,Craft-repair,55-64,HS-grad,Private,United-States,White
45,151005,12,0,0,40,Separated,Not-in-family,Female,Other-service,45-54,Assoc-acdm,Self-emp-not-inc,United-States,White
60,190113,10,7,0,40,Never-married,Not-in-family,Male,Craft-repair,55-64,10th,Private,United-States,White
38,261678,9,10,0,24,Married-civ-spouse,Husband,Male,Handlers-cleaners,35-44,HS-grad,Private,United-States,White
35,166913,7,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,35-44,Masters,State-gov,United-States,White
31,410026,13,1,2013,40,Never-married,Own-child,Male,Sales,25-34,11th,Private,United-States,White
37,202519,11,1,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,35-44,HS-grad,Private,United-States,White
31,112023,9,0,0,40,Never-married,Not-in-family,Female,Other-service,25-34,HS-grad,Private,United-States,White
43,245280,8,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,35-44,HS-grad,Private,United-States,White
83,243510,9,0,0,24,Married-civ-spouse,Husband,Male,Sales,65-90,HS-grad,Private,United-States,White
48,108193,10,0,0,40,Separated,Unmarried,Male,Protective-serv,45-54,HS-grad,Private,United-States,White
23,202708,13,12,0,46,Never-married,Not-in-family,Male,Adm-clerical,17-24,HS-grad,Private,United-States,White
27,340957,9,0,0,62,Married-civ-spouse,Husband,Male,Craft-repair,25-34,Assoc-voc,Private,United-States,White
45,306483,9,0,0,11,Divorced,Other-relative,Male,Sales,45-54,Some-college,Private,United-States,White
20,263624,6,2,0,51,Never-married,Other-relative,Female,Craft-repair,17-24,Some-college,Self-emp-inc,United-States,White
35,60480,13,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,35-44,HS-grad,Private,United-States,White
37,284891,10,0,0,14,Separated,Not-in-family,Male,Other-service,35-44,Bachelors,Self-emp-not-inc,United-States,White
