age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,workclass,native-country,race
30,344572,9,4,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
59,445174,9,0,0,50,Widowed,Husband,Male,Craft-repair,Private,United-States,White
57,270016,14,0,0,51,Married-civ-spouse,Not-in-family,Male,Prof-specialty,Private,United-States,White
42,201770,6,0,0,20,Never-married,Own-child,Male,Prof-specialty,Local-gov,United-States,White
28,217627,11,1,0,34,Never-married,Husband,Male,Other-service,Private,United-States,White
44,190072,11,15,0,40,Married-civ-spouse,Own-child,Male,Machine-op-inspct,Private,United-States,White
37,220930,10,0,0,37,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,White
31,45981,10,0,0,40,Married-civ-spouse,Unmarried,Female,Adm-clerical,Self-emp-not-inc,United-States,Black
41,110604,14,99988,0,22,Divorced,Not-in-family,Female,Prof-specialty,Private,United-States,White
65,234876,9,5,0,40,Married-civ-spouse,Wife,Female,Sales,Local-gov,United-States,Black
42,349425,13,5,0,59,Divorced,Not-in-family,Female,Other-service,Private,United-States,White
53,382794,13,3,0,50,Widowed,Husband,Male,Craft-repair,Private,United-States,Black
27,175021,13,0,0,55,Separated,Unmarried,Female,Adm-clerical,Private,United-States,White
35,154233,9,7,0,40,Married-civ-spouse,Other-relative,Male,Other-service,Private,United-States,Black
41,98138,10,0,0,21,Married-civ-spouse,Not-in-family,Male,Sales,Private,United-States,White
32,339856,14,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,State-gov,United-States,Black
39,314926,9,1,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
43,183436,10,0,0,46,Married-civ-spouse,Husband,Male,Sales,Private,Dominican-Republic,White
40,391853,9,1,0,40,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
36,163115,10,1585,0,51,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,White
35,114140,13,3,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,White
25,170745,14,3,0,40,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,Black
26,31972,12,0,0,50,Divorced,Husband,Male,Exec-managerial,Federal-gov,China,White
52,186442,9,11,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
33,312670,10,0,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
36,259844,9,5,0,40,Married-civ-spouse,Unmarried,Female,Adm-clerical,Self-emp-not-inc,United-States,White
49,358992,2,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Local-gov,United-States,White
44,163817,9,0,0,40,Married-civ-spouse,Not-in-family,Male,Transport-moving,Self-emp-inc,United-States,Black
38,168739,11,0,0,49,Married-civ-spouse,Unmarried,Female,Adm-clerical,Private,United-States,White
21,197993,8,1,0,40,Never-married,Husband,Male,Other-service,Private,United-States,White
29,195119,14,4,0,36,Married-civ-spouse,Husband,Male,Other-service,Federal-gov,United-States,White
26,241656,13,99999,0,50,Never-married,Own-child,Male,Protective-serv,Private,Greece,White
31,258214,9,2,0,52,Never-married,Other-relative,Female,Sales,Private,Mexico,White
27,121435,9,1,0,51,Never-married,Own-child,Male,Exec-managerial,Private,United-States,White
39,287212,9,5,0,36,Divorced,Own-child,Male,Prof-specialty,Self-emp-not-inc,United-States,White
38,106982,9,3,0,36,Married-civ-spouse,Wife,Female,Adm-clerical,Federal-gov,Puerto-Rico,White
56,42535,13,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
52,234969,2,1,0,36,Married-civ-spouse,Own-child,Female,Adm-clerical,Private,United-States,White
37,159931,13,9,0,48,Married-civ-spouse,Own-child,Female,Machine-op-inspct,Private,United-States,Black
31,125929,12,11,0,47,Married-civ-spouse,Unmarried,Male,Craft-repair,Self-emp-not-inc,United-States,White
28,259100,15,6,0,60,Never-married,Not-in-family,Male,Tech-support,Private,United-States,White
27,212541,10,0,0,38,Never-married,Husband,Male,Sales,Private,United-States,White
49,189785,9,3,0,40,Separated,Unmarried,Female,Adm-clerical,Local-gov,United-States,White
40,182982,10,3,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
58,47232,10,0,0,45,Married-civ-spouse,Unmarried,Female,Prof-specialty,Private,United-States,White
37,205724,9,4,0,44,Married-civ-spouse,Husband,Male,Craft-repair,Private,Vietnam,White
45,465202,6,0,0,50,Married-civ-spouse,Unmarried,Female,Exec-managerial,Self-emp-not-inc,United-States,White
33,316548,9,11,0,40,Never-married,Husband,Male,Tech-support,Private,United-States,White
40,168177,9,0,0,35,Divorced,Husband,Male,Sales,Private,Philippines,Asian-Pac-Islander
27,193014,10,16,0,49,Never-married,Not-in-family,Female,Adm-clerical,Private,United-States,White
40,60619,9,0,0,36,Divorced,Own-child,Female,Machine-op-inspct,Private,United-States,White
45,109268,9,1,0,37,Divorced,Husband,Male,Prof-specialty,Private,United-States,White
51,315166,10,6,0,40,Married-civ-spouse,Not-in-family,Male,Prof-specialty,Private,China,White
51,120422,9,0,0,45,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,Black
24,273766,10,14,0,40,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,White
36,158880,13,1,0,49,Married-civ-spouse,Husband,Male,Other-service,Self-emp-inc,United-States,White
45,181994,9,0,0,40,Separated,Husband,Male,Exec-managerial,Self-emp-not-inc,United-States,Black
40,287977,12,1,0,49,Married-civ-spouse,Husband,Male,Sales,State-gov,United-States,White
18,368836,13,0,0,46,Never-married,Not-in-family,Female,Other-service,Private,United-States,White
48,107993,10,2,0,40,Widowed,Own-child,Male,Prof-specialty,Federal-gov,United-States,White
26,166413,10,0,0,43,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,White
24,188254,9,14,0,40,Never-married,Unmarried,Female,Adm-clerical,Private,Taiwan,Black
40,208090,8,3141,0,40,Never-married,Own-child,Male,Transport-moving,Private,United-States,White
59,277420,9,0,0,45,Divorced,Wife,Female,Other-service,Federal-gov,United-States,Black
45,222405,13,11,0,48,Married-civ-spouse,Wife,Female,Sales,Private,United-States,White
31,312214,11,0,0,40,Married-civ-spouse,Not-in-family,Male,Machine-op-inspct,Private,United-States,White
20,204360,10,0,0,40,Married-civ-spouse,Own-child,Male,Sales,Private,United-States,White
51,300569,10,16,0,33,Married-civ-spouse,Unmarried,Female,Exec-managerial,Local-gov,United-States,Black
43,126112,10,0,0,40,Married-civ-spouse,Not-in-family,Male,Machine-op-inspct,Private,United-States,White
18,82354,10,2,0,49,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
32,160362,13,5,0,40,Divorced,Not-in-family,Male,Craft-repair,Private,United-States,White
28,396966,13,4,0,45,Married-civ-spouse,Not-in-family,Male,Transport-moving,Self-emp-inc,United-States,White
30,255335,10,6,0,78,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Private,United-States,White
17,92628,3,0,0,20,Never-married,Husband,Male,Adm-clerical,Private,United-States,White
22,246883,4,0,0,40,Never-married,Unmarried,Female,Prof-specialty,Private,United-States,Black
19,42435,10,0,0,36,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
39,169084,13,18,0,40,Married-civ-spouse,Not-in-family,Male,Sales,Local-gov,United-States,White
39,191463,9,9,0,40,Never-married,Unmarried,Female,Adm-clerical,Private,United-States,White
32,284646,13,0,0,23,Separated,Husband,Male,Prof-specialty,Private,United-States,White
17,327335,15,99982,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
64,63995,15,13,0,40,Married-civ-spouse,Own-child,Male,Sales,Private,United-States,Black
40,311033,10,0,0,28,Married-civ-spouse,Husband,Male,Craft-repair,Local-gov,United-States,White
35,76876,9,4916,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,White
35,116614,9,0,0,40,Separated,Husband,Male,Prof-specialty,Local-gov,United-States,White
45,161514,6,0,0,40,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,White
49,46547,10,9,0,40,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Private,Jamaica,White
38,193286,10,0,0,40,Married-civ-spouse,Own-child,Male,Prof-specialty,Private,United-States,White
33,315732,13,2,0,40,Married-civ-spouse,Unmarried,Female,Exec-managerial,Private,United-States,White
36,319132,9,0,0,40,Divorced,Husband,Male,Prof-specialty,Private,United-States,White
36,536537,7,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
69,161573,13,0,0,52,Widowed,Not-in-family,Female,Prof-specialty,Self-emp-inc,United-States,White
29,248723,9,0,0,44,Separated,Unmarried,Female,Craft-repair,Private,United-States,Black
21,147892,10,2,0,40,Never-married,Not-in-family,Male,Prof-specialty,Private,United-States,White
27,108224,10,12,0,40,Never-married,Own-child,Male,Exec-managerial,Private,United-States,White
36,298578,10,0,0,20,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
63,52030,9,0,0,50,Divorced,Other-relative,Female,Adm-clerical,Self-emp-inc,Mexico,White
36,86873,12,0,0,40,Divorced,Own-child,Female,Other-service,Local-gov,United-States,White
27,31267,13,0,0,40,Never-married,Own-child,Female,Prof-specialty,Self-emp-not-inc,United-States,Black
35,150424,13,0,0,36,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,White
41,13769,13,15,0,57,Married-civ-spouse,Not-in-family,Male,Farming-fishing,Local-gov,United-States,White
32,210491,9,3,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,Italy,White
40,234898,4,4174,0,40,Married-civ-spouse,Other-relative,Female,Sales,State-gov,United-States,Asian-Pac-Islander
27,233946,7,0,0,20,Married-civ-spouse,Not-in-family,Female,Exec-managerial,Private,United-States,White
22,823340,9,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,Private,United-States,White
24,184976,9,0,0,40,Never-married,Husband,Male,Transport-moving,Private,Haiti,Black
48,204977,10,8865,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,White
37,226650,7,0,0,48,Married-civ-spouse,Husband,Male,Handlers-cleaners,Federal-gov,United-States,White
56,93342,9,7,0,36,Married-civ-spouse,Not-in-family,Male,Transport-moving,Private,United-States,White
51,357520,9,1,0,30,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
21,127462,13,10,0,12,Never-married,Husband,Male,Prof-specialty,Private,United-States,White
38,212362,9,8,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
52,186455,10,7,0,40,Married-civ-spouse,Own-child,Male,Exec-managerial,Private,Portugal,White
44,74962,13,3,0,40,Married-civ-spouse,Unmarried,Female,Exec-managerial,Federal-gov,United-States,White
22,540210,12,0,0,26,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
51,326989,10,12,0,58,Widowed,Unmarried,Male,Farming-fishing,Self-emp-not-inc,United-States,White
40,194279,14,0,0,71,Married-civ-spouse,Own-child,Female,Exec-managerial,Private,United-States,White
59,198921,14,0,0,63,Married-civ-spouse,Unmarried,Female,Sales,Private,United-States,White
59,44997,13,0,0,30,Widowed,Husband,Male,Sales,Private,United-States,White
66,137620,3,1,0,36,Divorced,Not-in-family,Male,Craft-repair,Self-emp-not-inc,United-States,Black
34,235920,9,5,0,40,Separated,Not-in-family,Male,Craft-repair,Private,United-States,White
57,205801,10,2676,0,54,Separated,Husband,Male,Prof-specialty,Self-emp-not-inc,United-States,Black
22,131273,10,0,0,35,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
26,157992,9,10,0,46,Never-married,Husband,Male,Tech-support,Private,United-States,White
45,185409,12,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
23,181668,13,0,0,28,Never-married,Not-in-family,Female,Sales,Private,United-States,White
35,126335,9,0,0,36,Married-civ-spouse,Own-child,Male,Exec-managerial,Federal-gov,United-States,White
40,283275,9,0,1897,20,Married-civ-spouse,Unmarried,Female,Sales,Self-emp-not-inc,United-States,White
37,89640,9,1522,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
33,182115,10,0,0,40,Divorced,Other-relative,Female,Adm-clerical,Private,United-States,White
28,270849,9,7,0,40,Never-married,Own-child,Female,Other-service,Private,United-States,White
50,186040,6,0,0,20,Married-civ-spouse,Wife,Female,Exec-managerial,Private,United-States,White
18,182103,10,0,0,20,Never-married,Not-in-family,Female,Machine-op-inspct,Private,United-States,Black
39,150553,14,0,0,49,Married-civ-spouse,Husband,Male,Craft-repair,State-gov,United-States,White
25,362441,13,3,0,57,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
50,28858,14,0,0,56,Married-civ-spouse,Husband,Male,Adm-clerical,Self-emp-inc,United-States,White
39,383021,13,0,0,71,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
20,104589,5,2,0,40,Never-married,Husband,Male,Protective-serv,Private,United-States,Black
37,197060,13,0,0,35,Married-civ-spouse,Husband,Male,Farming-fishing,Private,United-States,White
22,55428,13,0,0,28,Never-married,Other-relative,Female,Prof-specialty,Local-gov,United-States,White
37,138322,13,0,0,40,Married-civ-spouse,Other-relative,Female,Other-service,Private,United-States,White
40,176762,15,8,0,45,Never-married,Not-in-family,Male,Craft-repair,Private,United-States,Asian-Pac-Islander
33,159242,7,0,2080,46,Married-civ-spouse,Husband,Male,Transport-moving,Local-gov,India,Asian-Pac-Islander
37,151881,13,12,0,40,Divorced,Not-in-family,Male,Prof-specialty,Federal-gov,United-States,White
33,125177,10,0,0,20,Married-civ-spouse,Not-in-family,Female,Other-service,Private,United-States,White
71,154982,14,9,0,34,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,Black
34,115058,9,2,0,40,Never-married,Husband,Male,Machine-op-inspct,Private,Mexico,Other
49,392811,9,3156,0,55,Divorced,Unmarried,Female,Sales,Local-gov,United-States,White
38,83334,10,5,0,50,Married-civ-spouse,Own-child,Female,Machine-op-inspct,Private,United-States,White
45,18116,10,0,0,51,Married-civ-spouse,Husband,Male,Exec-managerial,State-gov,United-States,White
21,148440,10,0,0,40,Never-married,Husband,Male,Sales,Private,United-States,White
52,214108,9,4,0,25,Divorced,Not-in-family,Male,Protective-serv,Private,United-States,White
56,28644,11,9,0,20,Never-married,Husband,Male,Craft-repair,Private,United-States,White
41,40230,8,0,0,40,Never-married,Own-child,Male,Prof-specialty,Private,United-States,White
58,149998,10,4517,0,40,Married-civ-spouse,Own-child,Female,Adm-clerical,Private,United-States,White
35,223405,9,1,0,40,Married-civ-spouse,Not-in-family,Male,Tech-support,Private,United-States,White
36,189135,13,0,0,40,Separated,Husband,Male,Machine-op-inspct,Private,United-States,Black
31,149494,13,7848,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,White
21,397047,10,0,0,45,Never-married,Other-relative,Male,Other-service,Private,United-States,White
45,153413,11,0,0,50,Divorced,Own-child,Male,Adm-clerical,State-gov,United-States,White
32,127635,5,0,0,40,Never-married,Wife,Female,Exec-managerial,Private,England,White
46,271210,10,6771,0,33,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
41,278828,14,3,0,44,Married-civ-spouse,Wife,Female,Other-service,Private,United-States,Black
47,368889,9,10,0,45,Widowed,Not-in-family,Male,Handlers-cleaners,Local-gov,United-States,White
34,175591,10,0,0,45,Divorced,Unmarried,Female,Other-service,Private,United-States,White
36,127255,10,0,0,46,Married-civ-spouse,Not-in-family,Male,Prof-specialty,State-gov,South,White
67,54467,13,0,0,40,Married-civ-spouse,Not-in-family,Male,Protective-serv,Private,United-States,Black
45,171657,9,0,0,40,Never-married,Own-child,Female,Prof-specialty,Self-emp-inc,United-States,White
46,345369,10,4,0,40,Widowed,Not-in-family,Male,Sales,Private,United-States,White
23,67588,9,0,0,40,Never-married,Husband,Male,Farming-fishing,State-gov,United-States,White
45,215116,13,0,0,48,Divorced,Husband,Male,Adm-clerical,Private,United-States,Black
45,16882,12,1,0,40,Married-civ-spouse,Other-relative,Female,Machine-op-inspct,Local-gov,United-States,White
51,99336,3,7,0,40,Never-married,Husband,Male,Craft-repair,Private,United-States,White
44,203224,13,0,0,40,Divorced,Husband,Male,Exec-managerial,State-gov,United-States,Black
63,106305,10,7441,0,50,Divorced,Husband,Male,Prof-specialty,Self-emp-inc,United-States,White
70,176542,13,0,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
21,381942,9,10,0,20,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
32,167940,9,10,0,50,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
57,133661,9,0,0,44,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
49,209555,14,11,0,45,Divorced,Husband,Male,Exec-managerial,Private,United-States,White
54,195929,14,0,2356,40,Married-civ-spouse,Not-in-family,Male,Protective-serv,Private,United-States,White
26,49494,10,2,0,31,Married-civ-spouse,Not-in-family,Male,Exec-managerial,Private,United-States,White
35,147120,13,0,0,40,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
44,217191,9,0,0,40,Divorced,Not-in-family,Female,Adm-clerical,Local-gov,United-States,White
22,216214,12,0,0,59,Never-married,Own-child,Male,Craft-repair,Private,United-States,White
38,246445,4,0,0,40,Married-civ-spouse,Own-child,Female,Prof-specialty,Private,United-States,White
35,108480,9,0,0,17,Divorced,Husband,Male,Craft-repair,Self-emp-inc,United-States,White
67,227387,10,5,0,45,Married-civ-spouse,Husband,Male,Sales,Private,United-States,Black
23,233576,5,1,0,8,Never-married,Husband,Male,Sales,Private,United-States,White
51,344600,10,14528,0,40,Married-civ-spouse,Unmarried,Male,Machine-op-inspct,Self-emp-not-inc,United-States,White
19,216910,9,0,0,45,Divorced,Husband,Male,Craft-repair,Private,United-States,Black
45,13769,13,2,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Private,United-States,Black
46,103009,13,1,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,State-gov,United-States,White
50,254654,10,0,0,46,Widowed,Husband,Male,Sales,Self-emp-not-inc,United-States,White
31,403598,9,0,0,40,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,Jamaica,White
30,105805,9,0,0,18,Separated,Wife,Female,Exec-managerial,Private,United-States,White
46,248770,6,0,0,44,Married-civ-spouse,Not-in-family,Female,Handlers-cleaners,Private,United-States,Black
27,117376,10,10,0,31,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
22,176737,10,5,0,40,Never-married,Unmarried,Female,Adm-clerical,Private,United-States,White
54,310359,10,6,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,White
43,136342,6,0,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,Private,South,White
36,156426,10,0,0,40,Divorced,Not-in-family,Female,Other-service,Private,Philippines,Asian-Pac-Islander
59,200046,10,0,0,40,Widowed,Husband,Male,Handlers-cleaners,Private,Guatemala,Black
47,207620,11,3,0,20,Married-civ-spouse,Husband,Male,Other-service,Private,United-States,White
27,305465,10,0,0,40,Never-married,Unmarried,Female,Adm-clerical,Self-emp-not-inc,United-States,White
38,78171,10,10,0,18,Married-spouse-absent,Not-in-family,Male,Other-service,Private,United-States,White
29,168948,9,3,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
85,182625,14,11,0,50,Divorced,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
38,88622,9,5,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Private,United-States,White
19,198308,9,4,0,40,Never-married,Husband,Male,Farming-fishing,Private,United-States,White
25,281734,3,0,0,27,Married-civ-spouse,Unmarried,Male,Machine-op-inspct,Private,United-States,White
48,29211,13,0,0,21,Married-civ-spouse,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
55,208532,12,29748,0,82,Married-civ-spouse,Unmarried,Male,Sales,Private,United-States,Black
38,170012,10,13,0,27,Married-civ-spouse,Husband,Male,Sales,Private,United-States,White
25,277469,9,0,0,40,Divorced,Husband,Male,Craft-repair,State-gov,Mexico,White
45,233159,10,4840,0,40,Never-married,Husband,Male,Tech-support,Private,United-States,Asian-Pac-Islander
40,371278,13,0,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,Private,Poland,White
39,202816,13,1,0,45,Married-civ-spouse,Own-child,Male,Sales,Private,United-States,White
38,189794,10,0,0,40,Married-civ-spouse,Not-in-family,Male,Handlers-cleaners,Self-emp-inc,United-States,Black
46,58391,9,0,0,40,Married-civ-spouse,Own-child,Male,Transport-moving,Private,United-States,White
26,313317,9,0,0,40,Never-married,Husband,Male,Exec-managerial,Private,United-States,Black
66,188968,14,11,0,40,Married-civ-spouse,Not-in-family,Male,Craft-repair,Self-emp-not-inc,United-States,White
56,246148,13,5,0,40,Married-civ-spouse,Unmarried,Male,Sales,Private,United-States,White
52,291288,10,10,0,40,Divorced,Husband,Male,Prof-specialty,Private,United-States,Black
22,101809,15,0,0,40,Never-married,Not-in-family,Male,Prof-specialty,Private,United-States,White
53,43430,9,0,0,40,Married-civ-spouse,Own-child,Female,Adm-clerical,Private,Mexico,White
19,58918,12,3,0,31,Never-married,Wife,Female,Adm-clerical,Private,United-States,White
47,37517,10,0,0,60,Separated,Unmarried,Female,Sales,Private,United-States,White
20,131961,9,0,0,14,Never-married,Wife,Female,Other-service,Private,Haiti,White
45,154377,9,8,0,40,Married-civ-spouse,Own-child,Male,Prof-specialty,Private,United-States,White
51,254574,9,1594,0,52,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,White
44,196757,13,0,0,59,Divorced,Not-in-family,Female,Adm-clerical,Private,United-States,White
19,146120,9,8,0,20,Separated,Other-relative,Female,Sales,Private,United-States,White
42,98434,9,0,0,36,Married-civ-spouse,Not-in-family,Female,Exec-managerial,State-gov,United-States,Black
46,615787,13,7,0,47,Married-civ-spouse,Own-child,Male,Craft-repair,Private,United-States,White
36,109780,9,0,0,36,Married-civ-spouse,Husband,Male,Sales,Private,Philippines,Asian-Pac-Islander
40,210901,10,15,0,8,Divorced,Husband,Male,Transport-moving,Private,Laos,White
43,62154,13,0,0,46,Divorced,Husband,Male,Tech-support,Private,United-States,White
58,34602,13,1,2043,60,Married-civ-spouse,Own-child,Female,Other-service,Private,United-States,White
41,153000,13,14961,0,40,Never-married,Husband,Male,Tech-support,Private,United-States,White
64,86679,3,2,0,20,Divorced,Husband,Male,Sales,Private,United-States,Black
21,48731,9,0,0,40,Never-married,Husband,Male,Craft-repair,Private,United-States,Amer-Indian-Eskimo
27,104642,9,6,1554,36,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
18,65593,11,0,0,44,Never-married,Husband,Male,Sales,Private,United-States,White
43,299110,9,5,0,14,Married-civ-spouse,Not-in-family,Male,Adm-clerical,Private,United-States,White
71,114125,3,0,0,30,Widowed,Not-in-family,Male,Exec-managerial,Private,United-States,White
46,31779,13,0,0,37,Married-spouse-absent,Not-in-family,Female,Craft-repair,Private,United-States,White
54,185150,10,0,0,58,Married-civ-spouse,Husband,Male,Other-service,Private,United-States,White
52,138063,9,0,0,43,Married-civ-spouse,Husband,Male,Tech-support,Federal-gov,United-States,White
53,113251,10,10,0,12,Divorced,Not-in-family,Male,Farming-fishing,Private,United-States,Asian-Pac-Islander
49,181577,9,0,0,40,Married-civ-spouse,Husband,Male,Other-service,Self-emp-not-inc,Mexico,White
50,189201,10,0,0,10,Widowed,Not-in-family,Male,Other-service,Local-gov,United-States,White
33,273841,14,0,0,45,Married-civ-spouse,Wife,Female,Exec-managerial,Self-emp-inc,United-States,White
38,254243,9,13,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Self-emp-inc,Jamaica,White
28,238185,13,0,1731,46,Never-married,Own-child,Male,Sales,Private,United-States,White
41,256916,12,14,0,35,Married-civ-spouse,Unmarried,Female,Other-service,Private,United-States,Black
48,187072,11,1,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,United-States,Asian-Pac-Islander
59,277958,13,7,0,60,Married-civ-spouse,Not-in-family,Male,Craft-repair,Private,United-States,White
24,13769,9,0,0,40,Never-married,Husband,Male,Sales,Private,United-States,White
24,79894,9,0,0,58,Never-married,Not-in-family,Male,Protective-serv,Local-gov,United-States,White
32,201062,13,7,0,60,Married-civ-spouse,Own-child,Female,Exec-managerial,Private,United-States,White
52,176638,13,2900,0,51,Never-married,Husband,Male,Exec-managerial,Private,United-States,White
29,253846,9,0,0,1,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,White
30,167277,9,0,0,27,Married-civ-spouse,Not-in-family,Male,Transport-moving,State-gov,China,White
17,184531,10,0,0,40,Never-married,Other-relative,Male,Handlers-cleaners,Private,United-States,White
36,188494,9,4545,0,44,Never-married,Husband,Male,Prof-specialty,Self-emp-not-inc,United-States,White
38,108476,9,0,0,40,Married-civ-spouse,Other-relative,Male,Exec-managerial,Local-gov,United-States,White
26,222127,9,7,0,40,Married-civ-spouse,Own-child,Female,Other-service,Private,United-States,White
54,133635,9,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Private,United-States,White
31,34164,13,0,0,50,Separated,Husband,Male,Sales,Private,United-States,White
45,113381,9,14153,0,20,Married-civ-spouse,Not-in-family,Female,Sales,Private,United-States,White
27,136039,13,0,0,35,Married-civ-spouse,Husband,Male,Tech-support,Private,United-States,White
32,156843,9,0,0,36,Married-civ-spouse,Unmarried,Male,Sales,Private,United-States,White
30,360730,10,0,0,50,Never-married,Not-in-family,Female,Sales,Private,United-States,White
41,255554,10,0,0,40,Divorced,Own-child,Male,Tech-support,Self-emp-inc,United-States,White
60,72892,9,0,0,36,Married-civ-spouse,Husband,Male,Craft-repair,Private,Canada,White
52,188182,13,4963,0,40,Married-civ-spouse,Not-in-family,Female,Adm-clerical,Private,United-States,White
33,81180,10,11,0,40,Married-civ-spouse,Unmarried,Female,Farming-fishing,Self-emp-inc,United-States,White
36,159220,9,6,0,31,Divorced,Not-in-family,Male,Craft-repair,Local-gov,United-States,White
17,216199,13,0,0,37,Never-married,Husband,Male,Sales,Private,United-States,White
45,89743,9,8,0,58,Married-civ-spouse,Husband,Male,Handlers-cleaners,Private,United-States,White
54,386750,13,2,0,40,Married-civ-spouse,Not-in-family,Male,Adm-clerical,Private,United-States,White
23,153864,10,0,0,45,Never-married,Husband,Male,Transport-moving,Private,United-States,White
41,157596,10,12,0,40,Separated,Wife,Female,Other-service,Private,United-States,White
37,72925,13,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Self-emp-not-inc,United-States,White
57,190827,10,5,0,40,Widowed,Not-in-family,Male,Other-service,Local-gov,United-States,Black
46,147940,9,12,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,Self-emp-not-inc,United-States,Black
26,93207,10,0,0,50,Married-civ-spouse,Husband,Male,Craft-repair,Private,United-States,White
37,70701,13,7,0,40,Married-civ-spouse,Unmarried,Female,Adm-clerical,Private,United-States,White
42,125922,8,2,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Private,Germany,White
27,96607,13,0,0,40,Married-civ-spouse,Own-child,Female,Prof-specialty,Private,United-States,Black
19,159774,13,0,0,35,Never-married,Not-in-family,Male,Prof-specialty,Private,United-States,White
33,194117,9,0,0,40,Divorced,Own-child,Female,Prof-specialty,Private,United-States,White
32,225736,6,0,0,26,Never-married,Husband,Male,Machine-op-inspct,Private,United-States,White
46,254113,13,4,0,40,Married-civ-spouse,Other-relative,Male,Handlers-cleaners,Private,Germany,White
35,323019,12,13,0,58,Divorced,Husband,Male,Exec-managerial,Private,United-States,White
61,230305,10,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Local-gov,United-States,White
19,46504,9,0,0,40,Never-married,Not-in-family,Female,Prof-specialty,Private,United-States,White
